PRESIDENT 2020
,
Office,State,RaceDate,CensusPop,Area,RedistrictedDate,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes
President,Wisconsin,20201103,"20,875",ADAMS,N/A,"11,808","7,362","Trump, Donald J.",Incumbent,"4,329","Biden, Joseph R. Jr.",Challenger,I,85,"Jorgensen, Jo",Challenger,32,"3,033",R,62.35,36.66,.72,.27,62.97,37.03,,,"Hawkins, Howie (Independent) 1; Hawkins, Howie (Independent) 1; West, Kanye (Independent) 1; Blankenship, Don (Independent) 27; Carroll, Brian (Independent) 3"
President,Wisconsin,20201103,"16,157",ASHLAND,N/A,"8,741","3,841","Trump, Donald J.",Incumbent,"4,801","Biden, Joseph R. Jr.",Challenger,I,70,"Jorgensen, Jo",Challenger,29,960,D,43.94,54.93,.80,.33,44.45,55.55,,,"Hawkins, Howie (Independent) 6; Hawkins, Howie (Independent) 6; West, Kanye (Independent) 1; Blankenship, Don (Independent) 11; Carroll, Brian (Independent) 11"
President,Wisconsin,20201103,"45,870",BARRON,N/A,"25,333","15,803","Trump, Donald J.",Incumbent,"9,194","Biden, Joseph R. Jr.",Challenger,I,262,"Jorgensen, Jo",Challenger,74,"6,609",R,62.38,36.29,1.03,.29,63.22,36.78,,,"Hawkins, Howie (Independent) 13; Hawkins, Howie (Independent) 13; West, Kanye (Independent) 3; Blankenship, Don (Independent) 37; Carroll, Brian (Independent) 21"
President,Wisconsin,20201103,"15,014",BAYFIELD,N/A,"10,875","4,617","Trump, Donald J.",Incumbent,"6,147","Biden, Joseph R. Jr.",Challenger,I,80,"Jorgensen, Jo",Challenger,31,"1,530",D,42.46,56.52,.74,.29,42.89,57.11,,,"Hawkins, Howie (Independent) 7; Hawkins, Howie (Independent) 7; West, Kanye (Independent) 0; Blankenship, Don (Independent) 11; Carroll, Brian (Independent) 13"
President,Wisconsin,20201103,"248,007",BROWN,N/A,"143,684","75,871","Trump, Donald J.",Incumbent,"65,511","Biden, Joseph R. Jr.",Challenger,I,"1,829","Jorgensen, Jo",Challenger,473,"10,360",R,52.80,45.59,1.27,.33,53.66,46.34,,,"Hawkins, Howie (Independent) 33; Hawkins, Howie (Independent) 33; West, Kanye (Independent) 19; Blankenship, Don (Independent) 215; Carroll, Brian (Independent) 206"
President,Wisconsin,20201103,"13,587",BUFFALO,N/A,"7,804","4,834","Trump, Donald J.",Incumbent,"2,860","Biden, Joseph R. Jr.",Challenger,I,80,"Jorgensen, Jo",Challenger,30,"1,974",R,61.94,36.65,1.03,.38,62.83,37.17,,,"Hawkins, Howie (Independent) 0; Hawkins, Howie (Independent) 0; West, Kanye (Independent) 0; Blankenship, Don (Independent) 20; Carroll, Brian (Independent) 10"
President,Wisconsin,20201103,"15,457",BURNETT,N/A,"10,140","6,462","Trump, Donald J.",Incumbent,"3,569","Biden, Joseph R. Jr.",Challenger,I,86,"Jorgensen, Jo",Challenger,23,"2,893",R,63.73,35.20,.85,.23,64.42,35.58,,,"Hawkins, Howie (Independent) 1; Hawkins, Howie (Independent) 1; West, Kanye (Independent) 0; Blankenship, Don (Independent) 13; Carroll, Brian (Independent) 9"
President,Wisconsin,20201103,"48,971",CALUMET,N/A,"30,761","18,156","Trump, Donald J.",Incumbent,"12,116","Biden, Joseph R. Jr.",Challenger,I,363,"Jorgensen, Jo",Challenger,126,"6,040",R,59.02,39.39,1.18,.41,59.98,40.02,,,"Hawkins, Howie (Independent) 6; Hawkins, Howie (Independent) 6; West, Kanye (Independent) 3; Blankenship, Don (Independent) 42; Carroll, Brian (Independent) 75"
President,Wisconsin,20201103,"62,415",CHIPPEWA,N/A,"35,913","21,317","Trump, Donald J.",Incumbent,"13,983","Biden, Joseph R. Jr.",Challenger,I,501,"Jorgensen, Jo",Challenger,112,"7,334",R,59.36,38.94,1.40,.31,60.39,39.61,,,"Hawkins, Howie (Independent) 5; Hawkins, Howie (Independent) 5; West, Kanye (Independent) 2; Blankenship, Don (Independent) 60; Carroll, Brian (Independent) 45"
President,Wisconsin,20201103,"34,690",CLARK,N/A,"14,875","10,002","Trump, Donald J.",Incumbent,"4,524","Biden, Joseph R. Jr.",Challenger,I,168,"Jorgensen, Jo",Challenger,181,"5,478",R,67.24,30.41,1.13,1.22,68.86,31.14,,,"Hawkins, Howie (Independent) 2; Hawkins, Howie (Independent) 2; West, Kanye (Independent) 0; Blankenship, Don (Independent) 32; Carroll, Brian (Independent) 147"
President,Wisconsin,20201103,"56,833",COLUMBIA,N/A,"33,868","16,927","Trump, Donald J.",Incumbent,"16,410","Biden, Joseph R. Jr.",Challenger,I,421,"Jorgensen, Jo",Challenger,110,517,R,49.98,48.45,1.24,.32,50.78,49.22,,,"Hawkins, Howie (Independent) 15; Hawkins, Howie (Independent) 15; West, Kanye (Independent) 2; Blankenship, Don (Independent) 61; Carroll, Brian (Independent) 32"
President,Wisconsin,20201103,"16,644",CRAWFORD,N/A,"8,695","4,620","Trump, Donald J.",Incumbent,"3,953","Biden, Joseph R. Jr.",Challenger,I,92,"Jorgensen, Jo",Challenger,30,667,R,53.13,45.46,1.06,.35,53.89,46.11,,,"Hawkins, Howie (Independent) 0; Hawkins, Howie (Independent) 0; West, Kanye (Independent) 0; Blankenship, Don (Independent) 18; Carroll, Brian (Independent) 12"
President,Wisconsin,20201103,"488,073",DANE,N/A,"343,852","78,794","Trump, Donald J.",Incumbent,"260,121","Biden, Joseph R. Jr.",Challenger,I,"3,666","Jorgensen, Jo",Challenger,"1,271","181,327",D,22.92,75.65,1.07,.37,23.25,76.75,,,"Hawkins, Howie (Independent) 216; Hawkins, Howie (Independent) 216; West, Kanye (Independent) 67; Blankenship, Don (Independent) 405; Carroll, Brian (Independent) 583"
President,Wisconsin,20201103,"88,759",DODGE,N/A,"48,434","31,355","Trump, Donald J.",Incumbent,"16,356","Biden, Joseph R. Jr.",Challenger,I,535,"Jorgensen, Jo",Challenger,188,"14,999",R,64.74,33.77,1.10,.39,65.72,34.28,,,"Hawkins, Howie (Independent) 11; Hawkins, Howie (Independent) 11; West, Kanye (Independent) 6; Blankenship, Don (Independent) 90; Carroll, Brian (Independent) 81"
President,Wisconsin,20201103,"27,785",DOOR,N/A,"20,086","9,752","Trump, Donald J.",Incumbent,"10,044","Biden, Joseph R. Jr.",Challenger,I,231,"Jorgensen, Jo",Challenger,59,292,D,48.55,50.00,1.15,.29,49.26,50.74,,,"Hawkins, Howie (Independent) 10; Hawkins, Howie (Independent) 10; West, Kanye (Independent) 0; Blankenship, Don (Independent) 27; Carroll, Brian (Independent) 22"
President,Wisconsin,20201103,"44,159",DOUGLAS,N/A,"24,604","10,923","Trump, Donald J.",Incumbent,"13,218","Biden, Joseph R. Jr.",Challenger,I,379,"Jorgensen, Jo",Challenger,84,"2,295",D,44.40,53.72,1.54,.34,45.25,54.75,,,"Hawkins, Howie (Independent) 1; Hawkins, Howie (Independent) 1; West, Kanye (Independent) 0; Blankenship, Don (Independent) 42; Carroll, Brian (Independent) 41"
President,Wisconsin,20201103,"43,857",DUNN,N/A,"23,523","13,173","Trump, Donald J.",Incumbent,"9,897","Biden, Joseph R. Jr.",Challenger,I,368,"Jorgensen, Jo",Challenger,85,"3,276",R,56.00,42.07,1.56,.36,57.10,42.90,,,"Hawkins, Howie (Independent) 11; Hawkins, Howie (Independent) 11; West, Kanye (Independent) 2; Blankenship, Don (Independent) 44; Carroll, Brian (Independent) 28"
President,Wisconsin,20201103,"98,736",EAU CLAIRE,N/A,"58,105","25,341","Trump, Donald J.",Incumbent,"31,620","Biden, Joseph R. Jr.",Challenger,I,925,"Jorgensen, Jo",Challenger,219,"6,279",D,43.61,54.42,1.59,.38,44.49,55.51,,,"Hawkins, Howie (Independent) 21; Hawkins, Howie (Independent) 21; West, Kanye (Independent) 10; Blankenship, Don (Independent) 97; Carroll, Brian (Independent) 91"
President,Wisconsin,20201103,"4,423",FLORENCE,N/A,"2,940","2,133","Trump, Donald J.",Incumbent,781,"Biden, Joseph R. Jr.",Challenger,I,22,"Jorgensen, Jo",Challenger,4,"1,352",R,72.55,26.56,.75,.14,73.20,26.80,,,"Hawkins, Howie (Independent) 0; Hawkins, Howie (Independent) 0; West, Kanye (Independent) 0; Blankenship, Don (Independent) 4; Carroll, Brian (Independent) 0"
President,Wisconsin,20201103,"101,633",FOND DU LAC,N/A,"57,218","35,754","Trump, Donald J.",Incumbent,"20,588","Biden, Joseph R. Jr.",Challenger,I,686,"Jorgensen, Jo",Challenger,190,"15,166",R,62.49,35.98,1.20,.33,63.46,36.54,,,"Hawkins, Howie (Independent) 17; Hawkins, Howie (Independent) 17; West, Kanye (Independent) 7; Blankenship, Don (Independent) 91; Carroll, Brian (Independent) 75"
President,Wisconsin,20201103,"9,304",FOREST,N/A,"5,049","3,285","Trump, Donald J.",Incumbent,"1,721","Biden, Joseph R. Jr.",Challenger,I,35,"Jorgensen, Jo",Challenger,8,"1,564",R,65.06,34.09,.69,.16,65.62,34.38,,,"Hawkins, Howie (Independent) 0; Hawkins, Howie (Independent) 0; West, Kanye (Independent) 0; Blankenship, Don (Independent) 6; Carroll, Brian (Independent) 2"
President,Wisconsin,20201103,"51,208",GRANT,N/A,"25,568","14,142","Trump, Donald J.",Incumbent,"10,998","Biden, Joseph R. Jr.",Challenger,I,350,"Jorgensen, Jo",Challenger,78,"3,144",R,55.31,43.01,1.37,.31,56.25,43.75,,,"Hawkins, Howie (Independent) 10; Hawkins, Howie (Independent) 10; West, Kanye (Independent) 0; Blankenship, Don (Independent) 34; Carroll, Brian (Independent) 34"
President,Wisconsin,20201103,"36,842",GREEN,N/A,"21,368","10,169","Trump, Donald J.",Incumbent,"10,851","Biden, Joseph R. Jr.",Challenger,I,271,"Jorgensen, Jo",Challenger,77,682,D,47.59,50.78,1.27,.36,48.38,51.62,,,"Hawkins, Howie (Independent) 10; Hawkins, Howie (Independent) 10; West, Kanye (Independent) 2; Blankenship, Don (Independent) 38; Carroll, Brian (Independent) 27"
